id,serie,data,valor,carregado_em
628,selic_diaria,2023-05-18,0.050788,2026-06-08T22:24:09.937868
629,selic_diaria,2023-05-19,0.050788,2026-06-08T22:24:09.937868
630,selic_diaria,2023-05-22,0.050788,2026-06-08T22:24:09.937868
631,selic_diaria,2023-05-23,0.050788,2026-06-08T22:24:09.937868
632,selic_diaria,2023-05-24,0.050788,2026-06-08T22:24:09.937868
633,selic_diaria,2023-05-25,0.050788,2026-06-08T22:24:09.937868
634,selic_diaria,2023-05-26,0.050788,2026-06-08T22:24:09.937868
635,selic_diaria,2023-05-29,0.050788,2026-06-08T22:24:09.937868
636,selic_diaria,2023-05-30,0.050788,2026-06-08T22:24:09.937868
637,selic_diaria,2023-05-31,0.050788,2026-06-08T22:24:09.937868
638,selic_diaria,2023-06-01,0.050788,2026-06-08T22:24:09.937868
639,selic_diaria,2023-06-02,0.050788,2026-06-08T22:24:09.937868
640,selic_diaria,2023-06-05,0.050788,2026-06-08T22:24:09.937868
641,selic_diaria,2023-06-06,0.050788,2026-06-08T22:24:09.937868
642,selic_diaria,2023-06-07,0.050788,2026-06-08T22:24:09.937868
643,selic_diaria,2023-06-09,0.050788,2026-06-08T22:24:09.937868
644,selic_diaria,2023-06-12,0.050788,2026-06-08T22:24:09.937868
645,selic_diaria,2023-06-13,0.050788,2026-06-08T22:24:09.937868
646,selic_diaria,2023-06-14,0.050788,2026-06-08T22:24:09.937868
647,selic_diaria,2023-06-15,0.050788,2026-06-08T22:24:09.937868
648,selic_diaria,2023-06-16,0.050788,2026-06-08T22:24:09.937868
649,selic_diaria,2023-06-19,0.050788,2026-06-08T22:24:09.937868
650,selic_diaria,2023-06-20,0.050788,2026-06-08T22:24:09.937868
651,selic_diaria,2023-06-21,0.050788,2026-06-08T22:24:09.937868
652,selic_diaria,2023-06-22,0.050788,2026-06-08T22:24:09.937868
653,selic_diaria,2023-06-23,0.050788,2026-06-08T22:24:09.937868
654,selic_diaria,2023-06-26,0.050788,2026-06-08T22:24:09.937868
655,selic_diaria,2023-06-27,0.050788,2026-06-08T22:24:09.937868
656,selic_diaria,2023-06-28,0.050788,2026-06-08T22:24:09.937868
657,selic_diaria,2023-06-29,0.050788,2026-06-08T22:24:09.937868
658,selic_diaria,2023-06-30,0.050788,2026-06-08T22:24:09.937868
659,selic_diaria,2023-07-03,0.050788,2026-06-08T22:24:09.937868
660,selic_diaria,2023-07-04,0.050788,2026-06-08T22:24:09.937868
661,selic_diaria,2023-07-05,0.050788,2026-06-08T22:24:09.937868
662,selic_diaria,2023-07-06,0.050788,2026-06-08T22:24:09.937868
663,selic_diaria,2023-07-07,0.050788,2026-06-08T22:24:09.937868
664,selic_diaria,2023-07-10,0.050788,2026-06-08T22:24:09.937868
665,selic_diaria,2023-07-11,0.050788,2026-06-08T22:24:09.937868
666,selic_diaria,2023-07-12,0.050788,2026-06-08T22:24:09.937868
667,selic_diaria,2023-07-13,0.050788,2026-06-08T22:24:09.937868
668,selic_diaria,2023-07-14,0.050788,2026-06-08T22:24:09.937868
669,selic_diaria,2023-07-17,0.050788,2026-06-08T22:24:09.937868
670,selic_diaria,2023-07-18,0.050788,2026-06-08T22:24:09.937868
671,selic_diaria,2023-07-19,0.050788,2026-06-08T22:24:09.937868
672,selic_diaria,2023-07-20,0.050788,2026-06-08T22:24:09.937868
673,selic_diaria,2023-07-21,0.050788,2026-06-08T22:24:09.937868
674,selic_diaria,2023-07-24,0.050788,2026-06-08T22:24:09.937868
675,selic_diaria,2023-07-25,0.050788,2026-06-08T22:24:09.937868
676,selic_diaria,2023-07-26,0.050788,2026-06-08T22:24:09.937868
677,selic_diaria,2023-07-27,0.050788,2026-06-08T22:24:09.937868
678,selic_diaria,2023-07-28,0.050788,2026-06-08T22:24:09.937868
679,selic_diaria,2023-07-31,0.050788,2026-06-08T22:24:09.937868
680,selic_diaria,2023-08-01,0.050788,2026-06-08T22:24:09.937868
681,selic_diaria,2023-08-02,0.050788,2026-06-08T22:24:09.937868
682,selic_diaria,2023-08-03,0.049037,2026-06-08T22:24:09.937868
683,selic_diaria,2023-08-04,0.049037,2026-06-08T22:24:09.937868
684,selic_diaria,2023-08-07,0.049037,2026-06-08T22:24:09.937868
685,selic_diaria,2023-08-08,0.049037,2026-06-08T22:24:09.937868
686,selic_diaria,2023-08-09,0.049037,2026-06-08T22:24:09.937868
687,selic_diaria,2023-08-10,0.049037,2026-06-08T22:24:09.937868
688,selic_diaria,2023-08-11,0.049037,2026-06-08T22:24:09.937868
689,selic_diaria,2023-08-14,0.049037,2026-06-08T22:24:09.937868
690,selic_diaria,2023-08-15,0.049037,2026-06-08T22:24:09.937868
691,selic_diaria,2023-08-16,0.049037,2026-06-08T22:24:09.937868
692,selic_diaria,2023-08-17,0.049037,2026-06-08T22:24:09.937868
693,selic_diaria,2023-08-18,0.049037,2026-06-08T22:24:09.937868
694,selic_diaria,2023-08-21,0.049037,2026-06-08T22:24:09.937868
695,selic_diaria,2023-08-22,0.049037,2026-06-08T22:24:09.937868
696,selic_diaria,2023-08-23,0.049037,2026-06-08T22:24:09.937868
697,selic_diaria,2023-08-24,0.049037,2026-06-08T22:24:09.937868
698,selic_diaria,2023-08-25,0.049037,2026-06-08T22:24:09.937868
699,selic_diaria,2023-08-28,0.049037,2026-06-08T22:24:09.937868
700,selic_diaria,2023-08-29,0.049037,2026-06-08T22:24:09.937868
701,selic_diaria,2023-08-30,0.049037,2026-06-08T22:24:09.937868
702,selic_diaria,2023-08-31,0.049037,2026-06-08T22:24:09.937868
703,selic_diaria,2023-09-01,0.049037,2026-06-08T22:24:09.937868
704,selic_diaria,2023-09-04,0.049037,2026-06-08T22:24:09.937868
705,selic_diaria,2023-09-05,0.049037,2026-06-08T22:24:09.937868
706,selic_diaria,2023-09-06,0.049037,2026-06-08T22:24:09.937868
707,selic_diaria,2023-09-08,0.049037,2026-06-08T22:24:09.937868
708,selic_diaria,2023-09-11,0.049037,2026-06-08T22:24:09.937868
709,selic_diaria,2023-09-12,0.049037,2026-06-08T22:24:09.937868
710,selic_diaria,2023-09-13,0.049037,2026-06-08T22:24:09.937868
711,selic_diaria,2023-09-14,0.049037,2026-06-08T22:24:09.937868
712,selic_diaria,2023-09-15,0.049037,2026-06-08T22:24:09.937868
713,selic_diaria,2023-09-18,0.049037,2026-06-08T22:24:09.937868
714,selic_diaria,2023-09-19,0.049037,2026-06-08T22:24:09.937868
715,selic_diaria,2023-09-20,0.049037,2026-06-08T22:24:09.937868
716,selic_diaria,2023-09-21,0.047279,2026-06-08T22:24:09.937868
717,selic_diaria,2023-09-22,0.047279,2026-06-08T22:24:09.937868
718,selic_diaria,2023-09-25,0.047279,2026-06-08T22:24:09.937868
719,selic_diaria,2023-09-26,0.047279,2026-06-08T22:24:09.937868
720,selic_diaria,2023-09-27,0.047279,2026-06-08T22:24:09.937868
721,selic_diaria,2023-09-28,0.047279,2026-06-08T22:24:09.937868
722,selic_diaria,2023-09-29,0.047279,2026-06-08T22:24:09.937868
723,selic_diaria,2023-10-02,0.047279,2026-06-08T22:24:09.937868
724,selic_diaria,2023-10-03,0.047279,2026-06-08T22:24:09.937868
725,selic_diaria,2023-10-04,0.047279,2026-06-08T22:24:09.937868
726,selic_diaria,2023-10-05,0.047279,2026-06-08T22:24:09.937868
727,selic_diaria,2023-10-06,0.047279,2026-06-08T22:24:09.937868
728,selic_diaria,2023-10-09,0.047279,2026-06-08T22:24:09.937868
729,selic_diaria,2023-10-10,0.047279,2026-06-08T22:24:09.937868
730,selic_diaria,2023-10-11,0.047279,2026-06-08T22:24:09.937868
731,selic_diaria,2023-10-13,0.047279,2026-06-08T22:24:09.937868
732,selic_diaria,2023-10-16,0.047279,2026-06-08T22:24:09.937868
733,selic_diaria,2023-10-17,0.047279,2026-06-08T22:24:09.937868
734,selic_diaria,2023-10-18,0.047279,2026-06-08T22:24:09.937868
735,selic_diaria,2023-10-19,0.047279,2026-06-08T22:24:09.937868
736,selic_diaria,2023-10-20,0.047279,2026-06-08T22:24:09.937868
737,selic_diaria,2023-10-23,0.047279,2026-06-08T22:24:09.937868
738,selic_diaria,2023-10-24,0.047279,2026-06-08T22:24:09.937868
739,selic_diaria,2023-10-25,0.047279,2026-06-08T22:24:09.937868
740,selic_diaria,2023-10-26,0.047279,2026-06-08T22:24:09.937868
741,selic_diaria,2023-10-27,0.047279,2026-06-08T22:24:09.937868
742,selic_diaria,2023-10-30,0.047279,2026-06-08T22:24:09.937868
743,selic_diaria,2023-10-31,0.047279,2026-06-08T22:24:09.937868
744,selic_diaria,2023-11-01,0.047279,2026-06-08T22:24:09.937868
745,selic_diaria,2023-11-03,0.045513,2026-06-08T22:24:09.937868
746,selic_diaria,2023-11-06,0.045513,2026-06-08T22:24:09.937868
747,selic_diaria,2023-11-07,0.045513,2026-06-08T22:24:09.937868
748,selic_diaria,2023-11-08,0.045513,2026-06-08T22:24:09.937868
749,selic_diaria,2023-11-09,0.045513,2026-06-08T22:24:09.937868
750,selic_diaria,2023-11-10,0.045513,2026-06-08T22:24:09.937868
751,selic_diaria,2023-11-13,0.045513,2026-06-08T22:24:09.937868
752,selic_diaria,2023-11-14,0.045513,2026-06-08T22:24:09.937868
753,selic_diaria,2023-11-16,0.045513,2026-06-08T22:24:09.937868
754,selic_diaria,2023-11-17,0.045513,2026-06-08T22:24:09.937868
755,selic_diaria,2023-11-20,0.045513,2026-06-08T22:24:09.937868
756,selic_diaria,2023-11-21,0.045513,2026-06-08T22:24:09.937868
757,selic_diaria,2023-11-22,0.045513,2026-06-08T22:24:09.937868
758,selic_diaria,2023-11-23,0.045513,2026-06-08T22:24:09.937868
759,selic_diaria,2023-11-24,0.045513,2026-06-08T22:24:09.937868
760,selic_diaria,2023-11-27,0.045513,2026-06-08T22:24:09.937868
761,selic_diaria,2023-11-28,0.045513,2026-06-08T22:24:09.937868
762,selic_diaria,2023-11-29,0.045513,2026-06-08T22:24:09.937868
763,selic_diaria,2023-11-30,0.045513,2026-06-08T22:24:09.937868
764,selic_diaria,2023-12-01,0.045513,2026-06-08T22:24:09.937868
765,selic_diaria,2023-12-04,0.045513,2026-06-08T22:24:09.937868
766,selic_diaria,2023-12-05,0.045513,2026-06-08T22:24:09.937868
767,selic_diaria,2023-12-06,0.045513,2026-06-08T22:24:09.937868
768,selic_diaria,2023-12-07,0.045513,2026-06-08T22:24:09.937868
769,selic_diaria,2023-12-08,0.045513,2026-06-08T22:24:09.937868
770,selic_diaria,2023-12-11,0.045513,2026-06-08T22:24:09.937868
771,selic_diaria,2023-12-12,0.045513,2026-06-08T22:24:09.937868
772,selic_diaria,2023-12-13,0.045513,2026-06-08T22:24:09.937868
773,selic_diaria,2023-12-14,0.043739,2026-06-08T22:24:09.937868
774,selic_diaria,2023-12-15,0.043739,2026-06-08T22:24:09.937868
775,selic_diaria,2023-12-18,0.043739,2026-06-08T22:24:09.937868
776,selic_diaria,2023-12-19,0.043739,2026-06-08T22:24:09.937868
777,selic_diaria,2023-12-20,0.043739,2026-06-08T22:24:09.937868
778,selic_diaria,2023-12-21,0.043739,2026-06-08T22:24:09.937868
779,selic_diaria,2023-12-22,0.043739,2026-06-08T22:24:09.937868
780,selic_diaria,2023-12-26,0.043739,2026-06-08T22:24:09.937868
781,selic_diaria,2023-12-27,0.043739,2026-06-08T22:24:09.937868
782,selic_diaria,2023-12-28,0.043739,2026-06-08T22:24:09.937868
783,selic_diaria,2023-12-29,0.043739,2026-06-08T22:24:09.937868
